arrival_1,arrival_3,arrival_2,stop_id,current_time,bus_id
 4:21 PM, 4:51 PM, 5:21 PM,2671,2022-04-21 23:02:57.677,19
 4:23 PM, 4:53 PM, 5:23 PM,2672,2022-04-21 23:02:59.656,19
 4:25 PM, 4:55 PM, 5:25 PM,2674,2022-04-21 23:03:23.497,19
 4:28 PM, 4:58 PM, 5:28 PM,2675,2022-04-21 23:03:35.798,19
arriving, 4:30 PM, 5:00 PM,2676,2022-04-21 23:03:43.091,19
 5:35 PM, 6:14 PM, 8:55 PM,1615,2022-04-22 00:00:46.673,10
 5:38 PM, 6:19 PM, 8:58 PM,2448,2022-04-22 00:00:47.647,10
 5:01 PM, 5:58 PM, 6:58 PM,2671,2022-04-22 00:00:50.891,15
 5:29 PM, 6:11 PM, 8:49 PM,1617,2022-04-22 00:01:31.615,10
 5:32 PM, 6:12 PM, 8:52 PM,1616,2022-04-22 00:01:33.705,10
 5:11 PM, 5:22 PM, 5:51 PM,2102,2022-04-22 00:01:36.570,18
 5:03 PM, 6:00 PM, 7:00 PM,2672,2022-04-22 00:01:38.776,15
 5:03 PM, 5:16 PM, 5:27 PM,1615,2022-04-22 00:01:42.371,18
 5:04 PM, 6:02 PM, 7:02 PM,2674,2022-04-22 00:01:44.069,15
 5:06 PM, 6:03 PM, 7:03 PM,2675,2022-04-22 00:01:43.607,15
 5:08 PM, 6:05 PM, 7:05 PM,2676,2022-04-22 00:01:46.663,15
 5:07 PM, 5:20 PM, 5:31 PM,2448,2022-04-22 00:01:45.546,18
 5:16 PM, 8:11 PM,,1615,2022-04-22 00:01:51.954,20
 5:13 PM, 5:24 PM, 5:52 PM,1617,2022-04-22 00:02:28.846,18
arriving, 5:14 PM, 5:25 PM,1616,2022-04-22 00:02:30.984,18
 5:08 PM, 8:04 PM,,2102,2022-04-22 00:02:37.131,20
 5:11 PM, 8:07 PM,,1617,2022-04-22 00:02:38.393,20
 5:13 PM, 8:08 P,,1616,2022-04-22 00:02:39.912,20
arriving, 5:30 PM, 6:00 PM,2675,2022-04-22 00:02:42.956,19
 5:04 PM, 5:32 PM, 6:02 PM,2676,2022-04-22 00:02:44.336,19
 5:20 PM, 8:15 PM,,2448,2022-04-22 00:02:46.414,20
 5:24 PM, 5:54 PM, 6:09 PM,2671,2022-04-22 00:03:23.075,19
 5:26 PM, 5:56 PM, 6:11 PM,2672,2022-04-22 00:03:24.581,19
 5:28 P, 5:58 PM, 6:13 PM,2674,2022-04-22 00:03:31.488,19
 7:02 PM, 8:52 PM,,1616,2022-04-22 01:00:45.904,10
 7:05 PM, 8:55 PM,,1615,2022-04-22 01:00:48.913,10
 6:02 PM, 7:01 PM, 7:33 PM,2672,2022-04-22 01:00:51.260,15
 6:05 PM, 7:04 PM, 7:36 PM,2675,2022-04-22 01:00:56.752,15
 6:07 PM, 7:06 PM, 7:38 PM,2676,2022-04-22 01:00:58.911,15
 6:23 PM, 6:46 PM, 6:48 PM,2102,2022-04-22 01:01:03.410,18
 6:59 PM, 8:49 PM,,1617,2022-04-22 01:01:32.708,10
 7:08 PM, 8:58 PM,,2448,2022-04-22 01:01:39.192,10
arriving, 6:59 PM, 7:32 PM,2671,2022-04-22 01:01:43.015,15
 6:04 PM, 7:03 PM, 7:35 PM,2674,2022-04-22 01:01:44.620,15
 8:07 PM,,,1617,2022-04-22 01:01:49.237,20
 6:24 PM, 6:48 PM, 6:50 PM,1617,2022-04-22 01:01:51.560,18
 6:26 PM, 6:50 PM, 6:51 PM,1616,2022-04-22 01:01:57.431,18
 6:28 PM, 6:52 PM, 6:53 PM,1615,2022-04-22 01:02:25.972,18
arriving, 6:32 PM, 6:55 PM,2448,2022-04-22 01:02:33.399,18
 8:05 PM,,,2102,2022-04-22 01:02:37.130,20
 8:09 PM,,,1616,2022-04-22 01:02:42.039,20
 8:11 PM,,,1615,2022-04-22 01:02:45.283,20
 6:13 PM, 6:25 PM, 6:55 PM,2675,2022-04-22 01:02:47.856,19
 8:15 PM,,,2448,2022-04-22 01:02:50.547,20
 6:09 PM, 6:20 PM, 6:50 PM,2671,2022-04-22 01:03:19.881,19
 6:10 PM, 6:22 PM, 6:52 PM,2672,2022-04-22 01:03:26.456,19
 6:12 PM, 6:23 PM, 6:53 PM,2674,2022-04-22 01:03:31.376,19
arriving, 6:16 PM, 6:27 PM,2676,2022-04-22 01:03:37.976,19
 7:35 AM, 8:35 AM,11:35 AM,1616,2022-04-22 14:00:40.761,10
 7:30 AM, 8:02 AM, 8:32 AM,2672,2022-04-22 14:00:47.276,15
 7:33 AM, 8:06 AM, 8:36 AM,2675,2022-04-22 14:00:51.023,15
 7:32 AM, 8:32 AM,11:32 AM,1617,2022-04-22 14:01:26.770,10
 7:15 AM, 7:39 AM, 8:09 AM,2102,2022-04-22 14:01:30.368,18
 7:37 AM, 8:37 AM,11:37 AM,1615,2022-04-22 14:01:31.489,10
 7:40 AM, 8:40 AM,11:40 AM,2448,2022-04-22 14:01:33.174,10
 7:16 AM, 7:39 AM, 8:09 AM,1617,2022-04-22 14:01:36.410,18
 7:28 AM, 7:59 AM, 8:29 AM,2671,2022-04-22 14:01:37.267,15
 7:32 AM, 8:05 AM, 8:35 AM,2674,2022-04-22 14:01:38.468,15
 7:22 AM, 7:45 AM, 8:15 AM,2448,2022-04-22 14:01:41.785,18
 7:34 AM, 8:07 AM, 8:37 AM,2676,2022-04-22 14:01:43.733,15
12:58 PM, 3:03 PM, 8:03 PM,1617,2022-04-22 14:01:44.122,20
 7:17 AM, 7:40 AM, 8:10 AM,1616,2022-04-22 14:02:26.388,18
 7:18 AM, 7:41 AM, 8:11 AM,1615,2022-04-22 14:02:27.982,18
12:57 PM, 3:02 PM, 8:02 PM,2102,2022-04-22 14:02:30.999,20
12:59 PM, 3:04 PM, 8:04 PM,1616,2022-04-22 14:02:36.051,20
 1:01 PM, 3:06 PM, 8:06 PM,1615,2022-04-22 14:02:37.288,20
 1:03 PM, 3:08 PM, 8:08 P,2448,2022-04-22 14:02:39.087,20
10:17 A,10:47 AM,11:47 AM,2671,2022-04-22 14:02:59.173,19
10:22 AM,10:52 AM,11:52 AM,2676,2022-04-22 14:03:12.585,19
10:18 AM,10:48 AM,11:48 AM,2672,2022-04-22 14:03:21.243,19
10:19 AM,10:49 AM,11:49 AM,2674,2022-04-22 14:03:24.390,19
10:20 AM,10:50 AM,11:50 AM,2675,2022-04-22 14:03:30.393,19
 8:24 AM, 9:19 AM,11:24 AM,1617,2022-04-22 15:00:36.159,10
 8:32 AM, 9:27 AM,11:32 AM,2448,2022-04-22 15:00:41.514,10
 8:02 AM, 8:32 AM, 9:02 AM,2672,2022-04-22 15:00:44.521,15
 8:05 AM, 8:35 AM, 9:05 AM,2674,2022-04-22 15:00:50.051,15
 8:16 AM, 8:43 AM, 9:28 AM,2102,2022-04-22 15:00:53.966,18
 8:25 AM, 9:20 AM,11:25 AM,1616,2022-04-22 15:01:26.670,10
 8:26 AM, 9:21 AM,11:26 AM,1615,2022-04-22 15:01:30.339,10
 8:29 AM, 8:59 AM, 9:29 AM,2671,2022-04-22 15:01:34.293,15
 8:06 AM, 8:36 AM, 9:06 AM,2675,2022-04-22 15:01:38.040,15
 8:22 AM, 8:49 AM, 9:34 AM,2448,2022-04-22 15:01:38.289,18
 8:07 AM, 8:37 AM, 9:07 AM,2676,2022-04-22 15:01:39.835,15
11:02 AM,12:57 PM, 1:02 PM,2102,2022-04-22 15:01:41.922,20
11:04 AM,12:59 PM, 1:04 PM,1616,2022-04-22 15:01:45.627,20
11:06 AM, 1:01 PM, 1:06 PM,1615,2022-04-22 15:01:47.688,20
 8:17 AM, 8:44 AM, 9:29 AM,1617,2022-04-22 15:01:48.128,18
 8:18 AM, 8:45 AM, 9:30 AM,1616,2022-04-22 15:02:20.839,18
 8:20 AM, 8:47 AM, 9:32 AM,1615,2022-04-22 15:02:24.350,18
11:03 AM,12:58 PM, 1:03 PM,1617,2022-04-22 15:02:33.854,20
11:08 AM, 1:03 PM, 1:08 PM,2448,2022-04-22 15:02:38.616,20
 8:21 AM, 8:51 AM, 9:11 AM,2671,2022-04-22 15:02:41.933,19
 8:23 AM, 8:53 AM, 9:13 AM,2672,2022-04-22 15:02:43.165,19
 8:24 AM, 8:54 AM, 9:14 AM,2674,2022-04-22 15:03:15.550,19
 8:29 AM, 8:59 AM, 9:19 AM,2675,2022-04-22 15:03:17.956,19
 8:03 AM, 8:32 AM, 9:02 AM,2676,2022-04-22 15:03:27.156,19
 9:17 AM, 9:51 AM,11:31 AM,2672,2022-04-22 16:00:53.750,15
 9:30 AM,10:30 AM,11:30 AM,1617,2022-04-22 16:01:35.947,10
 9:31 AM,10:31 AM,11:31 AM,1616,2022-04-22 16:01:36.940,10
 9:33 AM,10:33 AM,11:33 AM,1615,2022-04-22 16:01:38.959,10
 9:36 AM,10:36 AM,11:36 AM,2448,2022-04-22 16:01:40.828,10
 9:24 AM, 9:58 AM,11:37 AM,2676,2022-04-22 16:01:43.870,15
 9:16 AM, 9:50 AM,11:30 AM,2671,2022-04-22 16:01:45.001,15
 9:20 AM, 9:54 AM,11:34 AM,2674,2022-04-22 16:01:46.884,15
 9:22 AM, 9:56 AM,11:35 AM,2675,2022-04-22 16:02:30.145,15
 9:21 AM,10:52 AM,11:52 AM,2102,2022-04-22 16:02:34.385,18
 9:23 AM,10:53 AM,11:53 AM,1617,2022-04-22 16:02:36.094,18
 9:24 AM,10:55 AM,11:55 AM,1616,2022-04-22 16:02:37.352,18
 9:26 AM,10:56 AM,11:56 AM,1615,2022-04-22 16:02:39.994,18
 9:03 AM, 9:31 AM,11:01 AM,2448,2022-04-22 16:02:41.492,18
10:01 AM, 1:01 PM, 1:06 PM,1615,2022-04-22 16:02:42.533,20
 9:57 AM,12:57 PM, 1:02 PM,2102,2022-04-22 16:03:24.547,20
arriving, 9:29 AM, 9:49 AM,2674,2022-04-22 16:03:27.267,19
 9:58 AM,12:58 PM, 1:03 PM,1617,2022-04-22 16:03:28.074,20
 9:59 AM,12:59 PM, 1:04 PM,1616,2022-04-22 16:03:29.709,20
 9:26 AM, 9:46 AM,10:26 AM,2671,2022-04-22 16:03:34.977,19
 9:09 AM, 9:35 AM, 9:55 AM,2676,2022-04-22 16:03:35.167,19
arriving, 9:27 AM, 9:47 AM,2672,2022-04-22 16:03:36.439,19
10:03 AM, 1:03 PM, 1:08 PM,2448,2022-04-22 16:03:49.451,20
 9:07 AM, 9:33 AM, 9:53 AM,2675,2022-04-22 16:04:20.622,19
10:29 AM,11:30 AM, 1:30 PM,1617,2022-04-22 17:01:25.981,10
10:32 A,11:32 AM, 1:32 PM,1616,2022-04-22 17:01:27.107,10
10:35 A,11:33 AM, 1:33 PM,1615,2022-04-22 17:01:28.950,10
10:38 AM,11:36 AM, 1:36 PM,2448,2022-04-22 17:01:31.202,10
10:02 AM,10:32 A,11:02 AM,2672,2022-04-22 17:01:32.709,15
10:29 AM,10:59 AM,11:30 AM,2671,2022-04-22 17:01:35.109,15
10:48 AM,11:18 AM,11:48 AM,2102,2022-04-22 17:01:36.131,18
10:49 AM,11:19 AM,11:49 AM,1617,2022-04-22 17:01:40.285,18
10:50 AM,11:20 AM,11:50 AM,1616,2022-04-22 17:01:40.186,18
10:05 AM,10:35 A,11:05 AM,2674,2022-04-22 17:02:20.628,15
10:06 AM,10:36 AM,11:06 AM,2675,2022-04-22 17:02:22.640,15
10:07 AM,10:37 A,11:07 AM,2676,2022-04-22 17:02:24.095,15
10:52 AM,11:22 AM,11:52 AM,1615,2022-04-22 17:02:31.256,18
10:55 AM,11:25 AM,11:55 AM,2448,2022-04-22 17:02:33.120,18
11:02 AM,12:57 PM, 1:02 PM,2102,2022-04-22 17:02:35.186,20
11:08 AM, 1:03 PM, 1:08 PM,2448,2022-04-22 17:02:37.113,20
10:25 AM,10:55 AM,11:55 AM,2672,2022-04-22 17:02:38.846,19
10:27 AM,10:57 AM,11:57 AM,2675,2022-04-22 17:02:44.609,19
11:03 AM,12:58 PM, 1:03 PM,1617,2022-04-22 17:03:14.257,20
11:04 AM,12:59 PM, 1:04 PM,1616,2022-04-22 17:03:15.845,20
11:06 AM, 1:01 PM, 1:06 PM,1615,2022-04-22 17:03:17.473,20
10:23 AM,10:53 AM,11:53 AM,2671,2022-04-22 17:03:26.764,19
10:26 AM,10:56 AM,11:56 AM,2674,2022-04-22 17:03:31.420,19
10:30 AM,11:00 AM,12:00 PM,2676,2022-04-22 17:03:38.554,19
11:30 AM, 1:30 P, 2:30 PM,1616,2022-04-22 18:01:09.224,10
11:02 AM,11:33 AM,12:03 PM,2672,2022-04-22 18:01:13.659,15
11:28 AM, 1:28 PM, 2:28 PM,1617,2022-04-22 18:01:26.874,10
11:32 AM, 1:32 PM, 2:32 PM,1615,2022-04-22 18:01:30.674,10
11:36 AM, 1:36 P, 2:36 P,2448,2022-04-22 18:01:32.515,10
11:30 AM,12:00 PM,12:30 PM,2671,2022-04-22 18:01:35.809,15
11:48 AM,12:18 PM,12:48 PM,2102,2022-04-22 18:01:35.773,18
11:05 AM,11:36 AM,12:06 PM,2674,2022-04-22 18:01:44.992,15
11:06 AM,11:37 AM,12:07 PM,2675,2022-04-22 18:02:08.286,15
11:07 AM,11:39 AM,12:09 PM,2676,2022-04-22 18:02:20.489,15
11:49 AM,12:19 P,12:49 PM,1617,2022-04-22 18:02:26.172,18
11:51 AM,12:21 PM,12:51 PM,1616,2022-04-22 18:02:29.536,18
11:52 AM,12:22 PM,12:52 PM,1615,2022-04-22 18:02:30.934,18
arriving,11:55 AM,12:25 PM,2448,2022-04-22 18:02:39.159,18
11:54 AM, 1:24 PM, 1:54 PM,2671,2022-04-22 18:02:43.392,19
11:04 AM,12:57 PM, 1:02 PM,2102,2022-04-22 18:03:02.325,20
11:05 AM,12:58 PM, 1:03 PM,1617,2022-04-22 18:03:14.798,20
11:58 AM,12:28 P, 1:28 PM,2675,2022-04-22 18:03:19.113,19
11:06 AM, 1:00 PM, 1:05 PM,1616,2022-04-22 18:03:19.625,20
11:08 AM, 1:02 PM, 1:07 PM,1615,2022-04-22 18:03:23.522,20
11:10 A, 1:04 PM, 1:09 PM,2448,2022-04-22 18:03:25.843,20
11:55 AM,12:25 PM, 1:25 PM,2672,2022-04-22 18:03:36.990,19
11:57 AM,12:27 PM, 1:27 PM,2674,2022-04-22 18:03:55.560,19
12:00 PM,12:30 PM, 1:30 PM,2676,2022-04-22 18:04:13.913,19
 1:30 P, 2:30 PM, 3:30 PM,1617,2022-04-22 19:00:55.092,10
 1:33 P, 2:33 P, 3:33 PM,1615,2022-04-22 19:00:57.326,10
 1:36 P, 2:36 P, 3:36 PM,2448,2022-04-22 19:00:59.831,10
12:16 PM,12:54 PM, 1:32 PM,2671,2022-04-22 19:01:02.846,15
12:20 PM,12:58 PM, 1:36 PM,2674,2022-04-22 19:01:04.644,15
12:21 PM,12:52 PM, 1:22 PM,1617,2022-04-22 19:01:17.091,18
12:23 PM,12:53 PM, 1:23 PM,1616,2022-04-22 19:01:20.655,18
 1:31 P, 2:31 P, 3:31 PM,1616,2022-04-22 19:01:45.174,10
12:03 PM,12:29 PM,12:59 PM,2448,2022-04-22 19:01:47.752,18
12:18 PM,12:56 PM, 1:34 PM,2672,2022-04-22 19:01:51.159,15
12:58 PM, 1:03 PM, 3:03 PM,2102,2022-04-22 19:01:52.651,20
12:21 PM,12:59 PM, 1:37 PM,2675,2022-04-22 19:01:56.394,15
 1:01 PM, 1:06 PM, 3:06 PM,1616,2022-04-22 19:01:58.970,20
 1:02 PM, 1:07 PM, 3:07 PM,1615,2022-04-22 19:02:01.494,20
12:23 PM, 1:01 PM, 1:39 PM,2676,2022-04-22 19:02:02.402,15
12:19 P,12:50 PM, 1:20 PM,2102,2022-04-22 19:02:02.605,18
12:25 PM, 1:25 PM, 1:55 PM,2671,2022-04-22 19:02:06.786,19
arriving,12:27 PM, 1:27 PM,2672,2022-04-22 19:02:07.642,19
12:03 PM,12:28 P, 1:28 PM,2674,2022-04-22 19:02:11.626,19
12:24 PM,12:54 PM, 1:26 PM,1615,2022-04-22 19:02:14.226,18
12:04 PM,12:30 PM, 1:30 PM,2675,2022-04-22 19:02:14.158,19
12:06 PM,12:32 PM, 1:32 PM,2676,2022-04-22 19:02:15.983,19
 1:00 PM, 1:05 PM, 3:05 PM,1617,2022-04-22 19:02:45.325,20
 1:05 PM, 1:10 PM, 3:10 PM,2448,2022-04-22 19:02:52.775,20
 1:30 P, 2:30 PM, 3:30 PM,1617,2022-04-22 20:00:36.350,10
 1:06 PM, 1:32 PM, 2:06 PM,2674,2022-04-22 20:00:49.714,15
 1:31 P, 2:31 P, 3:31 PM,1616,2022-04-22 20:01:27.449,10
 1:33 P, 2:33 P, 3:33 PM,1615,2022-04-22 20:01:29.406,10
 1:36 P, 2:36 P, 3:36 PM,2448,2022-04-22 20:01:31.320,10
 1:03 PM, 1:30 P, 2:03 PM,2672,2022-04-22 20:01:33.441,15
 1:16 PM, 2:16 PM, 2:46 PM,1617,2022-04-22 20:01:34.976,18
 1:28 PM, 2:00 P, 3:00 PM,2671,2022-04-22 20:01:35.174,15
 1:19 PM, 2:19 PM, 2:49 PM,1615,2022-04-22 20:01:38.474,18
 1:07 PM, 1:33 P, 2:07 PM,2675,2022-04-22 20:01:43.908,15
 1:09 PM, 1:35 PM, 2:09 PM,2676,2022-04-22 20:02:22.232,15
 1:15 PM, 2:15 PM, 2:45 PM,2102,2022-04-22 20:02:23.396,18
 1:11 PM, 2:09 PM, 3:09 PM,1616,2022-04-22 20:02:27.111,20
 1:17 PM, 2:18 PM, 2:48 PM,1616,2022-04-22 20:02:26.593,18
 1:23 P, 2:23 PM, 2:53 PM,2448,2022-04-22 20:02:29.886,18
 1:15 PM, 2:14 PM, 3:14 PM,2448,2022-04-22 20:02:31.348,20
 1:08 PM, 2:07 PM, 3:07 PM,2102,2022-04-22 20:02:31.688,20
 1:23 P, 1:53 PM, 2:23 PM,2672,2022-04-22 20:02:34.886,19
 1:09 PM, 2:08 PM, 3:08 PM,1617,2022-04-22 20:02:37.166,20
 1:12 PM, 2:10 PM, 3:10 PM,1615,2022-04-22 20:03:17.424,20
 1:22 PM, 1:52 PM, 2:22 PM,2671,2022-04-22 20:03:22.294,19
 1:24 PM, 1:54 PM, 2:24 PM,2674,2022-04-22 20:03:25.690,19
 1:26 PM, 1:56 PM, 2:26 PM,2675,2022-04-22 20:03:27.567,19
 1:29 P, 1:59 PM, 2:29 PM,2676,2022-04-22 20:03:30.127,19
 2:30 P, 3:30 PM, 4:30 PM,1617,2022-04-22 21:00:45.158,10
 2:42 PM, 3:42 PM, 4:42 PM,2448,2022-04-22 21:00:53.863,10
 2:10 PM, 2:36 P, 3:08 PM,2674,2022-04-22 21:00:58.742,15
 2:13 PM, 2:40 PM, 3:12 PM,2676,2022-04-22 21:01:03.556,15
 2:34 PM, 3:34 PM, 4:34 PM,1616,2022-04-22 21:01:36.524,10
 2:22 PM, 2:50 PM, 3:20 PM,1617,2022-04-22 21:01:39.859,18
 2:38 PM, 3:38 PM, 4:38 PM,1615,2022-04-22 21:01:39.038,10
 2:08 PM, 2:34 PM, 3:04 PM,2672,2022-04-22 21:01:43.607,15
 2:07 PM, 2:33 P, 3:05 PM,2671,2022-04-22 21:01:44.673,15
 2:25 PM, 2:53 PM, 3:23 PM,1615,2022-04-22 21:01:44.836,18
 2:07 PM, 3:04 PM, 4:04 PM,2102,2022-04-22 21:01:50.194,20
 2:11 PM, 2:38 PM, 3:10 PM,2675,2022-04-22 21:01:50.380,15
 2:08 PM, 3:05 PM, 4:05 PM,1617,2022-04-22 21:01:52.649,20
 2:10 PM, 3:07 PM, 4:07 PM,1616,2022-04-22 21:01:54.899,20
 2:21 PM, 2:48 PM, 3:18 PM,2102,2022-04-22 21:01:57.014,18
 2:12 PM, 3:09 PM, 4:09 PM,1615,2022-04-22 21:01:57.308,20
 2:16 PM, 3:13 PM, 4:13 PM,2448,2022-04-22 21:01:57.960,20
 2:24 PM, 2:54 PM, 3:24 PM,2672,2022-04-22 21:02:00.789,19
 2:06 PM, 2:30 PM, 3:00 PM,2676,2022-04-22 21:02:06.260,19
 2:23 PM, 2:51 PM, 3:21 PM,1616,2022-04-22 21:02:32.743,18
 2:28 PM, 2:56 PM, 3:26 PM,2448,2022-04-22 21:02:37.774,18
 2:23 PM, 2:53 PM, 3:23 PM,2671,2022-04-22 21:02:49.046,19
arriving, 2:26 PM, 2:56 PM,2674,2022-04-22 21:02:52.796,19
 2:03 PM, 2:27 PM, 2:57 PM,2675,2022-04-22 21:02:54.341,19
 3:32 PM, 4:32 PM, 5:32 PM,1617,2022-04-22 22:01:25.770,10
 3:34 PM, 4:34 P, 5:34 PM,1616,2022-04-22 22:01:28.035,10
 3:35 PM, 4:35 PM, 5:35 PM,1615,2022-04-22 22:01:29.536,10
 3:39 PM, 4:39 PM, 5:39 PM,2448,2022-04-22 22:01:32.099,10
 3:07 PM, 3:37 P, 6:06 PM,2675,2022-04-22 22:01:32.341,15
 3:03 PM, 3:33 PM, 6:02 PM,2672,2022-04-22 22:01:33.243,15
 3:02 PM, 3:30 PM, 6:01 PM,2671,2022-04-22 22:01:34.608,15
 3:23 PM, 3:51 PM, 4:11 PM,1617,2022-04-22 22:01:36.795,18
 3:05 PM, 3:36 PM, 6:04 PM,2674,2022-04-22 22:02:18.698,15
 3:21 PM, 3:50 PM, 4:10 PM,2102,2022-04-22 22:02:25.383,18
 3:09 PM, 3:39 PM, 6:08 PM,2676,2022-04-22 22:02:24.282,15
 3:25 PM, 3:53 PM, 4:13 PM,1616,2022-04-22 22:02:28.325,18
 3:30 PM, 3:58 PM, 4:18 PM,2448,2022-04-22 22:02:31.378,18
 3:26 PM, 3:55 PM, 4:15 PM,1615,2022-04-22 22:02:30.410,18
 3:08 PM, 4:08 PM, 5:08 PM,1617,2022-04-22 22:02:31.993,20
 3:06 PM, 4:06 PM, 5:06 PM,2102,2022-04-22 22:03:11.379,20
 3:10 PM, 4:09 PM, 5:09 PM,1616,2022-04-22 22:03:19.186,20
 3:12 PM, 4:11 PM, 5:11 PM,1615,2022-04-22 22:03:21.765,20
 3:16 PM, 4:15 PM, 5:15 PM,2448,2022-04-22 22:03:25.176,20
 3:23 PM, 4:23 PM, 4:53 PM,2671,2022-04-22 22:03:25.251,19
 3:24 PM, 4:24 PM, 4:54 PM,2672,2022-04-22 22:03:26.333,19
 3:26 PM, 4:26 PM, 4:56 PM,2674,2022-04-22 22:04:05.314,19
 3:28 PM, 4:28 PM, 4:58 PM,2675,2022-04-22 22:04:12.948,19
 3:32 PM, 4:32 PM, 5:02 PM,2676,2022-04-22 22:04:14.981,19
 4:47 PM, 5:35 PM, 7:10 PM,1615,2022-04-22 23:00:49.029,10
 4:06 PM, 4:36 PM, 6:08 PM,2671,2022-04-22 23:00:56.175,15
 4:12 PM, 4:41 PM, 6:14 PM,2675,2022-04-22 23:00:59.993,15
 4:14 PM, 4:44 PM, 6:16 PM,2676,2022-04-22 23:01:03.688,15
 4:23 PM, 4:53 PM, 5:08 PM,2102,2022-04-22 23:01:07.944,18
 4:29 P, 5:31 P, 7:06 PM,1617,2022-04-22 23:01:35.142,10
 4:45 PM, 5:33 PM, 7:08 PM,1616,2022-04-22 23:01:36.993,10
 4:29 P, 4:59 PM, 5:14 PM,1615,2022-04-22 23:01:40.603,18
 4:52 PM, 5:40 PM, 7:15 PM,2448,2022-04-22 23:01:41.280,10
 4:08 PM, 4:38 PM, 6:10 PM,2672,2022-04-22 23:01:43.084,15
 4:10 PM, 4:40 PM, 6:12 PM,2674,2022-04-22 23:01:47.592,15
 4:08 PM, 5:06 PM,,1616,2022-04-22 23:01:52.295,20
 4:24 PM, 4:55 PM, 5:10 PM,1617,2022-04-22 23:02:01.831,18
 4:27 PM, 4:57 PM, 5:12 PM,1616,2022-04-22 23:02:29.002,18
 4:03 PM, 4:32 PM, 5:03 PM,2448,2022-04-22 23:02:36.062,18
 4:05 PM, 5:03 PM, 8:01 PM,2102,2022-04-22 23:02:36.202,20
 4:06 PM, 5:05 PM,,1617,2022-04-22 23:02:38.504,20
 4:25 PM, 4:55 PM, 5:25 PM,2672,2022-04-22 23:02:40.431,19
 4:27 PM, 4:57 PM, 5:27 PM,2674,2022-04-22 23:02:42.303,19
 4:29 P, 4:59 PM, 5:29 PM,2675,2022-04-22 23:02:44.341,19
 4:10 PM, 5:08 PM,,1615,2022-04-22 23:02:45.789,20
 4:03 PM, 4:32 PM, 5:02 PM,2676,2022-04-22 23:02:51.548,19
 4:13 PM, 5:11 PM,,2448,2022-04-22 23:02:56.531,20
 4:23 PM, 4:53 PM, 5:23 PM,2671,2022-04-22 23:03:23.000,19
 5:32 PM, 6:16 PM, 8:52 PM,1616,2022-04-23 00:00:39.104,10
 5:38 PM, 6:20 PM, 8:58 PM,2448,2022-04-23 00:00:41.703,10
 5:03 PM, 6:01 PM, 7:01 PM,2672,2022-04-23 00:00:43.191,15
 5:07 PM, 6:05 PM, 7:05 PM,2675,2022-04-23 00:00:47.673,15
 5:09 PM, 6:07 PM, 7:07 PM,2676,2022-04-23 00:00:49.895,15
 5:04 PM, 5:18 PM, 5:48 PM,2102,2022-04-23 00:00:50.653,18
 5:29 PM, 6:14 PM, 8:49 PM,1617,2022-04-23 00:01:26.087,10
 5:08 PM, 5:24 PM, 5:52 PM,1615,2022-04-23 00:01:30.187,18
 5:35 PM, 6:17 PM, 8:55 PM,1615,2022-04-23 00:01:30.760,10
 5:02 PM, 6:00 PM, 7:00 PM,2671,2022-04-23 00:01:34.663,15
 5:04 PM, 6:02 PM, 7:02 PM,2674,2022-04-23 00:01:36.219,15
 5:05 PM, 8:02 PM,,2102,2022-04-23 00:01:36.605,20
 5:07 PM, 8:03 PM,,1617,2022-04-23 00:01:39.271,20
 5:08 PM, 8:05 PM,,1616,2022-04-23 00:01:40.657,20
 5:05 PM, 5:20 PM, 5:49 PM,1617,2022-04-23 00:01:43.922,18
 5:25 PM, 5:55 PM, 6:10 PM,2671,2022-04-23 00:01:44.352,19
 5:07 PM, 5:21 PM, 5:51 PM,1616,2022-04-23 00:01:45.414,18
 5:26 PM, 5:56 PM, 6:11 PM,2672,2022-04-23 00:01:47.573,19
arriving, 5:29 PM, 5:59 PM,2674,2022-04-23 00:01:49.607,19
 5:12 PM, 5:28 P, 5:56 PM,2448,2022-04-23 00:02:24.618,18
 5:10 PM, 8:06 PM,,1615,2022-04-23 00:02:31.814,20
 5:15 PM, 8:11 PM,,2448,2022-04-23 00:02:33.595,20
 5:04 PM, 5:31 P, 6:01 PM,2675,2022-04-23 00:02:40.629,19
 5:06 PM, 5:34 PM, 6:04 PM,2676,2022-04-23 00:02:41.267,19
 7:11 PM, 8:55 PM,,1616,2022-04-23 01:00:46.240,10
 6:05 PM, 7:02 PM, 8:02 PM,2674,2022-04-23 01:00:56.130,15
 7:09 PM, 8:53 PM,,1617,2022-04-23 01:01:32.347,10
 7:12 PM, 8:56 PM,,1615,2022-04-23 01:01:37.106,10
 7:17 PM, 9:00 PM,,2448,2022-04-23 01:01:39.539,10
 6:04 PM, 7:01 PM, 8:01 PM,2672,2022-04-23 01:01:41.038,15
 6:02 PM, 7:00 PM, 8:00 PM,2671,2022-04-23 01:01:42.757,15
 6:22 PM, 6:51 PM, 7:06 PM,1616,2022-04-23 01:01:46.343,18
 6:06 PM, 7:03 PM, 8:03 PM,2675,2022-04-23 01:01:50.239,15
 6:09 PM, 7:06 PM, 8:06 PM,2676,2022-04-23 01:02:26.190,15
 8:06 PM,,,1617,2022-04-23 01:02:31.131,20
 6:19 PM, 6:48 PM, 7:03 PM,2102,2022-04-23 01:02:31.356,18
