arrival_1,arrival_3,arrival_2,stop_id,current_time,bus_id
 1:31 P, 2:31 P, 3:31 PM,1616,2022-04-25 20:01:21.409,10
 1:33 P, 2:33 P, 3:33 PM,1615,2022-04-25 20:01:23.577,10
 1:03 PM, 1:32 PM, 2:02 PM,2671,2022-04-25 20:01:28.911,15
 1:06 PM, 1:35 PM, 2:05 PM,2674,2022-04-25 20:01:31.486,15
 1:08 PM, 1:38 PM, 2:08 PM,2675,2022-04-25 20:01:35.279,15
 1:10 PM, 1:40 PM, 2:10 PM,2676,2022-04-25 20:02:12.428,15
 1:19 PM, 1:47 PM, 2:17 PM,2102,2022-04-25 20:02:17.505,18
 1:11 PM, 2:07 PM, 3:07 PM,2102,2022-04-25 20:02:21.644,20
 1:12 PM, 2:08 PM, 3:08 PM,1617,2022-04-25 20:02:22.705,20
 1:21 PM, 1:49 PM, 2:19 PM,1617,2022-04-25 20:02:25.708,18
 1:22 PM, 1:50 PM, 2:20 PM,1616,2022-04-25 20:02:38.424,18
 1:24 PM, 1:52 PM, 2:22 PM,1615,2022-04-25 20:02:41.121,18
 1:27 PM, 1:55 PM, 2:25 PM,2448,2022-04-25 20:02:42.495,18
 1:13 PM, 2:09 PM, 3:09 PM,1616,2022-04-25 20:03:14.829,20
 1:15 PM, 2:11 PM, 3:11 PM,1615,2022-04-25 20:03:16.274,20
 1:18 PM, 2:14 PM, 3:14 PM,2448,2022-04-25 20:03:20.956,20
 1:04 PM, 1:31 P, 2:01 PM,2676,2022-04-25 20:03:21.222,19
 1:23 P, 1:53 PM, 2:23 PM,2671,2022-04-25 20:03:32.369,19
 1:25 PM, 1:55 PM, 2:25 PM,2672,2022-04-25 20:03:35.647,19
 1:27 PM, 1:57 PM, 2:27 PM,2674,2022-04-25 20:03:36.880,19
 1:28 PM, 1:58 PM, 2:28 PM,2675,2022-04-25 20:04:08.990,19
 2:30 P, 3:30 PM, 4:30 PM,1617,2022-04-25 21:02:04.463,10
 2:31 P, 3:31 PM, 4:31 PM,1616,2022-04-25 21:02:05.834,10
arriving, 2:32 PM, 3:02 PM,2672,2022-04-25 21:02:12.944,15
 2:33 P, 3:33 PM, 4:33 PM,1615,2022-04-25 21:02:57.279,10
 2:36 P, 3:36 PM, 4:36 PM,2448,2022-04-25 21:02:59.943,10
 2:30 P, 3:00 PM, 3:30 PM,2671,2022-04-25 21:03:10.816,15
arriving, 2:33 P, 3:03 PM,2674,2022-04-25 21:03:37.584,15
 2:08 PM, 2:36 P, 3:06 PM,2676,2022-04-25 21:05:39.169,15
 2:21 PM, 2:47 PM, 3:17 PM,1617,2022-04-25 21:05:45.955,18
 2:22 PM, 2:49 PM, 3:19 PM,1616,2022-04-25 21:05:50.222,18
 2:24 PM, 2:50 PM, 3:20 PM,1615,2022-04-25 21:05:53.800,18
 2:28 PM, 2:54 PM, 3:24 PM,2448,2022-04-25 21:05:56.944,18
 2:10 PM, 3:09 PM, 4:09 PM,1615,2022-04-25 21:06:11.381,20
 2:07 PM, 2:34 PM, 3:04 PM,2675,2022-04-25 21:06:24.266,15
 2:22 PM, 2:52 PM, 3:22 PM,2671,2022-04-25 21:06:28.026,19
 2:19 PM, 2:46 PM, 3:16 PM,2102,2022-04-25 21:06:32.490,18
 2:24 PM, 2:53 PM, 3:23 PM,2672,2022-04-25 21:06:35.011,19
 3:03 PM, 4:03 PM, 5:03 PM,2102,2022-04-25 21:06:49.410,20
arriving, 3:05 PM, 4:05 PM,1617,2022-04-25 21:06:52.634,20
 2:08 PM, 3:07 PM, 4:07 PM,1616,2022-04-25 21:06:58.891,20
 2:14 PM, 3:13 PM, 4:13 PM,2448,2022-04-25 21:07:06.358,20
 2:25 PM, 2:55 PM, 3:25 PM,2674,2022-04-25 21:07:26.534,19
 2:27 PM, 2:57 PM, 3:27 PM,2675,2022-04-25 21:07:30.018,19
 2:29 PM, 2:59 PM, 3:29 PM,2676,2022-04-25 21:07:45.068,19
 3:34 PM, 4:34 P, 5:34 PM,1615,2022-04-25 22:01:34.327,10
 3:37 P, 4:37 PM, 5:37 PM,2448,2022-04-25 22:01:39.795,10
 3:04 PM, 3:33 PM, 6:03 PM,2672,2022-04-25 22:01:42.132,15
 3:30 PM, 4:30 PM, 5:30 PM,1617,2022-04-25 22:02:18.214,10
 3:32 PM, 4:32 PM, 5:32 PM,1616,2022-04-25 22:02:22.835,10
arriving, 3:30 PM, 6:00 PM,2671,2022-04-25 22:03:18.353,15
 3:05 PM, 3:36 PM, 6:04 PM,2674,2022-04-25 22:03:24.472,15
 3:07 PM, 3:37 PM, 6:05 PM,2675,2022-04-25 22:05:11.828,15
 3:09 PM, 3:39 PM, 6:08 PM,2676,2022-04-25 22:05:15.546,15
 3:23 PM, 3:52 PM, 4:12 PM,2102,2022-04-25 22:05:19.711,18
 3:22 PM, 3:52 PM, 4:12 PM,1617,2022-04-25 22:11:09.140,18
 3:24 PM, 3:53 PM, 4:13 PM,1616,2022-04-25 22:11:11.218,18
 3:30 PM, 3:58 PM, 4:18 PM,2448,2022-04-25 22:11:12.837,18
 3:26 PM, 3:55 PM, 4:15 PM,1615,2022-04-25 22:11:13.810,18
 4:05 PM, 5:05 PM, 8:05 PM,1617,2022-04-25 22:11:19.978,20
 3:12 PM, 4:08 PM, 5:08 PM,1615,2022-04-25 22:11:26.745,20
 4:04 PM, 5:04 PM, 8:04 PM,2102,2022-04-25 22:12:08.208,20
arriving, 4:07 PM, 5:07 PM,1616,2022-04-25 22:12:12.837,20
 3:17 PM, 4:13 PM, 5:13 PM,2448,2022-04-25 22:12:21.072,20
 3:26 PM, 4:23 PM, 4:53 PM,2672,2022-04-25 22:12:43.007,19
 3:25 PM, 4:22 PM, 4:52 PM,2671,2022-04-25 22:13:07.114,19
 3:29 PM, 4:26 PM, 4:56 PM,2674,2022-04-25 22:13:35.320,19
 3:31 PM, 4:27 PM, 4:57 PM,2675,2022-04-25 22:14:02.607,19
 3:33 PM, 4:30 PM, 5:00 PM,2676,2022-04-25 22:14:03.702,19
 4:32 PM, 5:32 PM, 7:07 PM,1616,2022-04-25 23:00:48.806,10
 4:37 PM, 5:37 PM, 7:12 PM,2448,2022-04-25 23:01:00.846,10
 4:02 PM, 4:31 P, 6:01 PM,2672,2022-04-25 23:01:04.732,15
 4:06 PM, 4:35 PM, 6:04 PM,2675,2022-04-25 23:01:10.197,15
 4:30 PM, 5:30 PM, 7:05 PM,1617,2022-04-25 23:01:35.436,10
 4:47 PM, 5:02 PM, 5:17 PM,2102,2022-04-25 23:01:40.504,18
 4:34 P, 5:34 PM, 7:09 PM,1615,2022-04-25 23:01:42.617,10
arriving, 4:29 P, 5:59 PM,2671,2022-04-25 23:01:54.624,15
 4:04 PM, 4:34 P, 6:02 PM,2674,2022-04-25 23:01:57.075,15
arriving, 4:58 PM, 5:13 PM,2448,2022-04-25 23:02:02.267,18
 4:09 PM, 4:36 PM, 6:07 PM,2676,2022-04-25 23:02:07.543,15
 4:50 PM, 5:05 PM, 5:20 PM,1617,2022-04-25 23:02:35.366,18
 4:11 PM, 5:06 PM, 8:01 PM,2102,2022-04-25 23:02:39.538,20
 4:52 PM, 5:07 PM, 5:22 PM,1616,2022-04-25 23:02:38.608,18
 4:12 PM, 5:07 PM, 8:02 PM,1617,2022-04-25 23:02:45.346,20
 4:55 PM, 5:10 PM, 5:25 PM,1615,2022-04-25 23:02:49.466,18
 4:13 PM, 5:09 PM,,1616,2022-04-25 23:02:49.672,20
 4:15 PM, 5:10 PM,,1615,2022-04-25 23:02:55.165,20
 4:17 PM, 5:12 PM,,2448,2022-04-25 23:03:49.790,20
 4:55 PM, 5:25 PM, 5:55 PM,2671,2022-04-25 23:04:43.599,19
 4:57 PM, 5:27 PM, 5:57 PM,2672,2022-04-25 23:05:37.979,19
 4:59 PM, 5:29 PM, 5:59 PM,2674,2022-04-25 23:05:42.108,19
 5:00 PM, 5:30 PM, 6:00 PM,2675,2022-04-25 23:06:36.385,19
 5:03 PM, 5:33 PM, 6:03 PM,2676,2022-04-25 23:06:42.274,19
 5:29 PM, 6:14 PM, 8:49 PM,1617,2022-04-26 00:00:41.427,10
 5:30 PM, 6:15 PM, 8:52 PM,1616,2022-04-26 00:01:35.953,10
 5:32 PM, 6:17 PM, 8:55 PM,1615,2022-04-26 00:02:30.421,10
 5:36 PM, 6:21 PM, 8:58 PM,2448,2022-04-26 00:02:35.836,10
 5:04 PM, 5:31 P, 6:01 PM,2672,2022-04-26 00:02:43.869,15
arriving, 5:30 PM, 6:00 PM,2671,2022-04-26 00:03:37.566,15
 5:05 PM, 5:32 PM, 6:02 PM,2674,2022-04-26 00:04:32.960,15
 5:07 PM, 5:35 PM, 6:05 PM,2675,2022-04-26 00:05:27.853,15
 5:10 PM, 5:37 PM, 6:08 PM,2676,2022-04-26 00:06:53.783,15
 5:21 PM, 5:49 PM, 6:50 PM,2102,2022-04-26 00:10:15.929,18
 5:23 PM, 5:51 PM, 6:52 PM,1617,2022-04-26 00:11:12.125,18
arriving, 5:25 PM, 5:53 PM,1616,2022-04-26 00:11:19.302,18
 5:13 PM, 5:27 PM, 5:55 PM,1615,2022-04-26 00:11:34.510,18
 5:15 PM, 5:30 PM, 5:59 PM,2448,2022-04-26 00:11:57.151,18
 8:02 PM,,,2102,2022-04-26 00:13:11.562,20
 8:03 PM,,,1617,2022-04-26 00:14:07.513,20
 8:05 PM,,,1616,2022-04-26 00:15:00.103,20
 8:07 PM,,,1615,2022-04-26 00:15:53.574,20
arriving, 8:10 P,,2448,2022-04-26 00:16:46.663,20
 5:24 PM, 5:54 PM, 6:09 PM,2671,2022-04-26 00:17:40.803,19
 5:26 PM, 5:56 PM, 6:10 PM,2672,2022-04-26 00:18:34.793,19
 5:28 P, 5:58 PM, 6:11 PM,2674,2022-04-26 00:19:27.932,19
 5:29 PM, 5:59 PM, 6:13 PM,2675,2022-04-26 00:20:22.256,19
 5:32 PM, 6:02 PM, 6:16 PM,2676,2022-04-26 00:21:16.582,19
 6:59 PM, 8:54 PM,,1617,2022-04-26 01:00:36.986,10
 7:10 PM, 8:55 PM,,1616,2022-04-26 01:01:30.155,10
 7:13 PM, 8:57 PM,,1615,2022-04-26 01:02:23.095,10
 7:15 PM, 9:01 PM,,2448,2022-04-26 01:03:16.803,10
 6:06 PM, 6:34 PM, 7:04 PM,2672,2022-04-26 01:04:09.501,15
 6:32 PM, 7:02 PM, 8:02 PM,2671,2022-04-26 01:05:39.747,15
 6:34 PM, 7:04 PM, 8:04 PM,2674,2022-04-26 01:08:33.566,15
arriving, 6:36 PM, 7:06 PM,2675,2022-04-26 01:08:39.395,15
 6:12 PM, 6:40 PM, 7:10 PM,2676,2022-04-26 01:08:45.266,15
 6:19 PM, 6:46 PM, 7:01 PM,2102,2022-04-26 01:08:51.351,18
 6:20 PM, 6:47 PM, 7:02 PM,1617,2022-04-26 01:09:45.059,18
 6:21 PM, 6:48 PM, 7:03 PM,1616,2022-04-26 01:10:39.379,18
 6:22 PM, 6:48 PM, 7:03 PM,1615,2022-04-26 01:13:28.112,18
 6:26 PM, 6:52 PM, 7:07 PM,2448,2022-04-26 01:14:22.409,18
 8:02 PM,,,2102,2022-04-26 01:14:27.212,20
 8:03 PM,,,1617,2022-04-26 01:14:32.437,20
 8:05 PM,,,1616,2022-04-26 01:15:26.636,20
 8:07 PM,,,1615,2022-04-26 01:15:32.941,20
 8:12 P,,,2448,2022-04-26 01:16:53.742,20
 6:26 PM, 6:52 PM, 7:22 PM,2671,2022-04-26 01:18:35.065,19
 6:28 PM, 6:54 PM, 7:24 PM,2672,2022-04-26 01:19:14.817,19
 6:29 PM, 6:55 PM, 7:25 PM,2674,2022-04-26 01:19:19.761,19
 6:31 PM, 6:57 PM, 7:27 PM,2675,2022-04-26 01:20:13.235,19
 6:34 PM, 6:59 PM, 7:29 PM,2676,2022-04-26 01:20:20.138,19
 7:34 AM, 8:29 AM,10:29 AM,1617,2022-04-26 14:01:27.772,10
 7:38 AM, 8:32 AM,10:32 AM,1616,2022-04-26 14:02:21.808,10
 7:39 AM, 8:34 AM,10:34 AM,1615,2022-04-26 14:03:14.969,10
 7:41 AM, 8:38 AM,10:38 AM,2448,2022-04-26 14:03:21.527,10
 7:30 AM, 7:59 AM, 8:59 AM,2672,2022-04-26 14:04:16.146,15
 7:28 AM, 7:57 AM, 8:57 AM,2671,2022-04-26 14:05:13.521,15
 7:32 AM, 8:00 AM, 9:00 AM,2674,2022-04-26 14:06:06.679,15
 7:33 AM, 8:02 AM, 9:02 AM,2675,2022-04-26 14:07:03.554,15
 7:34 AM, 8:04 AM, 9:04 AM,2676,2022-04-26 14:07:56.313,15
 7:13 AM, 7:42 AM, 8:12 AM,2102,2022-04-26 14:08:50.642,18
 7:14 AM, 7:43 AM, 8:13 AM,1617,2022-04-26 14:08:58.161,18
 7:15 AM, 7:44 AM, 8:14 AM,1616,2022-04-26 14:09:51.218,18
 7:16 AM, 7:45 AM, 8:15 AM,1615,2022-04-26 14:10:44.430,18
 7:18 AM, 7:47 AM, 8:17 AM,2448,2022-04-26 14:11:57.554,18
 8:04 AM, 9:04 AM, 8:02 PM,2102,2022-04-26 14:12:02.265,20
 8:05 AM, 9:05 AM, 8:03 PM,1617,2022-04-26 14:12:07.639,20
 8:07 AM, 9:07 AM, 8:05 PM,1616,2022-04-26 14:13:02.151,20
 8:09 AM, 9:09 AM, 8:07 PM,1615,2022-04-26 14:13:07.216,20
 8:11 AM, 9:11 AM, 8:09 PM,2448,2022-04-26 14:14:00.927,20
 7:24 AM, 8:20 AM,10:20 AM,2671,2022-04-26 14:16:26.657,19
 7:25 AM, 7:56 AM, 8:22 AM,2672,2022-04-26 14:17:53.754,19
 7:25 AM, 7:59 AM, 8:24 AM,2674,2022-04-26 14:19:08.725,19
 7:26 AM, 8:00 AM, 8:25 AM,2675,2022-04-26 14:19:12.193,19
 7:28 AM, 8:02 AM, 8:26 AM,2676,2022-04-26 14:19:17.297,19
 8:29 AM,10:29 AM,11:29 AM,1617,2022-04-26 15:00:40.367,10
 8:30 AM,10:30 AM,11:30 AM,1616,2022-04-26 15:01:34.251,10
 8:31 AM,10:31 AM,11:31 AM,1615,2022-04-26 15:03:24.126,10
 8:35 AM,10:35 AM,11:35 AM,2448,2022-04-26 15:04:17.232,10
 8:30 AM, 9:00 AM, 9:30 AM,2672,2022-04-26 15:04:22.074,15
 8:29 AM, 8:59 AM, 9:29 AM,2671,2022-04-26 15:05:15.150,15
 8:32 AM, 9:02 AM, 9:32 AM,2674,2022-04-26 15:05:29.776,15
arriving, 8:33 AM, 9:03 AM,2675,2022-04-26 15:06:45.898,15
arriving, 8:35 AM, 9:05 AM,2676,2022-04-26 15:08:57.330,15
 8:14 AM, 8:59 AM, 9:29 AM,2102,2022-04-26 15:09:51.076,18
 8:16 AM, 8:45 AM, 9:00 AM,1617,2022-04-26 15:09:55.368,18
 8:18 AM, 8:46 AM, 9:01 AM,1616,2022-04-26 15:10:49.739,18
 8:18 AM, 8:48 AM, 9:03 AM,1615,2022-04-26 15:11:44.183,18
 8:21 AM, 8:50 AM, 9:05 AM,2448,2022-04-26 15:12:52.720,18
 9:04 AM,11:03 AM, 8:03 PM,2102,2022-04-26 15:15:18.346,20
 9:05 AM,11:04 AM, 8:04 PM,1617,2022-04-26 15:15:22.941,20
 9:07 AM,11:05 AM, 8:05 PM,1616,2022-04-26 15:16:17.590,20
 9:09 AM,11:06 AM, 8:06 PM,1615,2022-04-26 15:17:11.865,20
 9:11 AM,11:11 AM, 8:11 PM,2448,2022-04-26 15:18:10.273,20
 8:25 AM, 8:53 AM, 9:13 AM,2671,2022-04-26 15:18:16.089,19
 8:27 AM, 8:55 AM, 9:15 AM,2672,2022-04-26 15:19:11.832,19
 8:27 AM, 8:58 AM, 9:18 AM,2674,2022-04-26 15:20:32.448,19
 8:28 AM, 9:19 AM, 9:49 AM,2675,2022-04-26 15:21:25.686,19
 8:30 AM, 9:01 AM, 9:21 AM,2676,2022-04-26 15:22:25.732,19
 9:31 AM,11:31 AM,12:31 PM,1617,2022-04-26 16:00:36.545,10
 9:32 AM,11:32 AM,12:32 PM,1616,2022-04-26 16:01:29.643,10
 9:34 AM,11:34 AM,12:34 PM,1615,2022-04-26 16:02:25.960,10
 9:37 AM,11:37 AM,12:37 PM,2448,2022-04-26 16:03:20.944,10
 9:30 AM,10:00 AM,10:30 AM,2672,2022-04-26 16:04:14.325,15
 9:28 AM, 9:58 AM,10:28 AM,2671,2022-04-26 16:05:07.721,15
 9:31 AM,10:01 AM,10:31 AM,2674,2022-04-26 16:05:16.166,15
 9:33 AM,10:03 AM,10:33 AM,2675,2022-04-26 16:05:24.674,15
 9:06 AM, 9:35 AM,10:05 AM,2676,2022-04-26 16:06:22.539,15
 9:16 AM,10:15 AM,10:45 AM,2102,2022-04-26 16:07:17.226,18
 9:16 AM, 9:46 AM,10:16 AM,1617,2022-04-26 16:08:12.195,18
 9:18 AM, 9:47 AM,10:17 AM,1616,2022-04-26 16:08:39.045,18
 9:19 AM, 9:49 AM,10:19 AM,1615,2022-04-26 16:09:34.192,18
 9:22 AM, 9:52 AM,10:22 AM,2448,2022-04-26 16:09:40.416,18
 9:58 AM,12:58 PM, 5:03 PM,2102,2022-04-26 16:10:34.876,20
 9:59 AM,12:59 PM, 1:04 PM,1617,2022-04-26 16:10:44.792,20
10:00 AM, 1:00 PM, 1:05 PM,1616,2022-04-26 16:10:48.168,20
10:01 AM, 1:01 PM, 1:06 PM,1615,2022-04-26 16:11:44.195,20
10:07 AM, 1:07 PM, 1:12 PM,2448,2022-04-26 16:12:38.820,20
 9:25 AM,10:22 AM,10:52 AM,2671,2022-04-26 16:13:32.051,19
 9:28 AM,10:23 AM,10:53 AM,2672,2022-04-26 16:14:27.125,19
 9:29 AM,10:25 AM,10:55 AM,2674,2022-04-26 16:15:19.954,19
 9:31 AM,10:27 AM,10:57 AM,2675,2022-04-26 16:16:12.959,19
 9:33 AM,10:29 AM,10:59 AM,2676,2022-04-26 16:17:06.323,19
10:38 AM,11:38 AM,12:38 PM,1617,2022-04-26 17:01:17.645,10
10:42 AM,11:42 AM,12:42 PM,1616,2022-04-26 17:01:23.893,10
10:44 AM,11:44 AM,12:44 PM,1615,2022-04-26 17:02:20.323,10
10:48 AM,11:48 AM,12:48 PM,2448,2022-04-26 17:03:15.742,10
10:29 AM,10:59 AM,11:29 AM,2672,2022-04-26 17:03:21.857,15
10:27 AM,10:57 AM,11:27 AM,2671,2022-04-26 17:03:28.632,15
arriving,10:32 AM,11:02 AM,2674,2022-04-26 17:04:25.472,15
arriving,10:34 AM,11:04 AM,2675,2022-04-26 17:05:42.150,15
10:06 AM,10:35 AM,11:05 AM,2676,2022-04-26 17:06:55.777,15
10:19 AM,10:48 AM,11:18 AM,2102,2022-04-26 17:06:59.402,18
10:21 AM,10:49 AM,11:20 AM,1617,2022-04-26 17:07:54.207,18
10:24 AM,10:51 AM,11:21 AM,1616,2022-04-26 17:09:02.565,18
10:24 AM,10:53 AM,11:23 AM,1615,2022-04-26 17:09:09.266,18
10:28 AM,10:56 AM,11:26 AM,2448,2022-04-26 17:09:12.843,18
11:03 AM, 1:03 PM, 2:05 PM,2102,2022-04-26 17:09:18.614,20
11:04 AM, 1:04 PM, 2:06 PM,1617,2022-04-26 17:09:24.568,20
11:05 AM, 1:05 PM, 2:09 PM,1616,2022-04-26 17:10:19.416,20
11:07 AM, 1:11 PM, 8:07 PM,1615,2022-04-26 17:11:48.761,20
11:10 A, 1:10 PM, 8:10 PM,2448,2022-04-26 17:13:17.127,20
10:26 AM,10:54 AM,11:24 AM,2671,2022-04-26 17:14:39.371,19
10:28 AM,10:56 AM,11:26 AM,2672,2022-04-26 17:15:34.576,19
10:27 AM,10:58 AM,11:28 AM,2674,2022-04-26 17:16:29.066,19
10:28 AM,11:00 AM,11:30 AM,2675,2022-04-26 17:16:32.908,19
10:30 AM,11:03 AM,11:32 AM,2676,2022-04-26 17:16:37.918,19
11:28 AM,12:28 P, 1:28 PM,1617,2022-04-26 18:02:26.786,10
11:29 AM,12:29 PM, 1:29 PM,1616,2022-04-26 18:03:21.257,10
11:31 AM,12:31 PM, 1:31 PM,1615,2022-04-26 18:03:27.082,10
11:31 AM,12:01 PM,12:31 PM,2672,2022-04-26 18:04:25.432,15
11:29 AM,11:59 AM,12:29 PM,2671,2022-04-26 18:05:43.105,15
11:33 AM,12:03 PM,12:33 PM,2674,2022-04-26 18:09:37.438,15
11:34 AM,12:04 PM,12:34 PM,2675,2022-04-26 18:12:46.565,15
11:36 AM,12:06 PM,12:36 PM,2676,2022-04-26 18:13:40.834,15
12:01 PM,12:21 PM,12:51 PM,2102,2022-04-26 18:35:11.932,18
12:04 PM,12:23 PM,12:53 PM,1617,2022-04-26 18:36:23.439,18
12:07 PM,12:25 PM,12:55 PM,1616,2022-04-26 18:37:19.456,18
12:09 PM,12:29 PM,12:58 PM,1615,2022-04-26 18:58:37.118,18
12:13 PM,12:33 PM, 1:02 PM,2448,2022-04-26 18:58:41.248,18
12:59 PM, 1:04 PM, 3:04 PM,2102,2022-04-26 18:59:35.904,20
 1:01 PM, 1:06 PM, 3:06 PM,1617,2022-04-26 18:59:49.203,20
 1:02 PM, 1:07 PM, 3:07 PM,1616,2022-04-26 19:00:41.901,20
 1:04 PM, 1:09 PM, 3:09 PM,1615,2022-04-26 19:01:48.115,20
 1:07 PM, 1:12 PM, 3:12 PM,2448,2022-04-26 19:04:09.700,20
 1:24 PM, 1:54 PM, 2:54 PM,2671,2022-04-26 19:04:13.127,19
 1:25 PM, 1:55 PM, 2:55 PM,2672,2022-04-26 19:04:17.776,19
 1:27 PM, 1:57 PM, 2:57 PM,2674,2022-04-26 19:04:22.399,19
 1:29 P, 1:59 PM, 2:59 PM,2675,2022-04-26 19:05:15.994,19
 1:32 PM, 2:02 PM, 3:02 PM,2676,2022-04-26 19:06:09.670,19
 1:30 P, 2:30 PM, 3:30 PM,1617,2022-04-26 20:00:39.565,10
 1:31 P, 2:31 P, 3:31 PM,1616,2022-04-26 20:01:35.860,10
 1:33 P, 2:33 P, 3:33 PM,1615,2022-04-26 20:02:31.479,10
 1:36 P, 2:36 P, 3:36 PM,2448,2022-04-26 20:03:24.981,10
 1:33 P, 2:03 PM, 3:03 PM,2672,2022-04-26 20:04:21.060,15
 1:31 P, 2:01 PM, 3:01 PM,2671,2022-04-26 20:04:23.971,15
arriving, 1:34 PM, 2:04 PM,2674,2022-04-26 20:05:18.106,15
arriving, 1:35 PM, 2:05 PM,2675,2022-04-26 20:06:43.034,15
arriving, 1:38 PM, 2:08 PM,2676,2022-04-26 20:08:23.594,15
 1:20 P, 2:17 PM, 2:47 PM,2102,2022-04-26 20:09:20.150,18
 1:21 PM, 2:19 PM, 2:49 PM,1617,2022-04-26 20:10:14.859,18
 1:22 PM, 2:20 PM, 2:50 PM,1616,2022-04-26 20:11:08.596,18
 1:24 PM, 2:22 PM, 2:52 PM,1615,2022-04-26 20:11:16.899,18
 1:27 PM, 2:26 PM, 2:56 PM,2448,2022-04-26 20:11:22.707,18
 2:07 PM, 3:07 PM, 4:07 PM,2102,2022-04-26 20:12:17.172,20
 2:09 PM, 3:09 PM, 4:09 PM,1617,2022-04-26 20:13:12.439,20
arriving, 2:10 PM, 3:10 PM,1616,2022-04-26 20:13:18.244,20
 1:15 PM, 2:12 PM, 3:12 PM,1615,2022-04-26 20:13:22.784,20
 1:18 PM, 2:15 PM, 3:15 PM,2448,2022-04-26 20:14:16.695,20
 1:25 PM, 1:54 PM, 2:24 PM,2671,2022-04-26 20:15:10.733,19
 1:28 PM, 1:57 PM, 2:27 PM,2672,2022-04-26 20:15:16.360,19
 1:30 P, 1:58 PM, 2:28 PM,2674,2022-04-26 20:16:09.972,19
 1:31 P, 2:00 P, 2:30 PM,2675,2022-04-26 20:17:04.273,19
 1:34 PM, 2:02 PM, 2:32 PM,2676,2022-04-26 20:17:08.454,19
 2:32 P, 3:32 PM, 4:32 PM,1617,2022-04-26 21:01:36.821,10
 2:34 PM, 3:34 PM, 4:34 PM,1616,2022-04-26 21:01:41.607,10
 2:36 P, 3:36 PM, 4:36 PM,1615,2022-04-26 21:02:38.007,10
 2:39 PM, 3:39 PM, 4:39 PM,2448,2022-04-26 21:03:32.717,10
 2:05 PM, 2:35 PM, 3:05 PM,2672,2022-04-26 21:04:28.200,15
 2:33 P, 3:00 PM, 3:30 PM,2671,2022-04-26 21:05:21.255,15
 2:06 PM, 2:36 P, 3:06 PM,2674,2022-04-26 21:06:15.321,15
 2:09 PM, 2:38 PM, 3:08 PM,2675,2022-04-26 21:07:08.707,15
 2:11 PM, 2:40 PM, 3:10 PM,2676,2022-04-26 21:08:02.165,15
 2:21 PM, 2:47 PM, 3:17 PM,2102,2022-04-26 21:08:56.373,18
 2:22 PM, 2:48 PM, 3:18 PM,1617,2022-04-26 21:09:50.058,18
 2:25 PM, 2:49 PM, 3:19 PM,1616,2022-04-26 21:09:56.510,18
 2:25 PM, 2:51 PM, 3:21 PM,1615,2022-04-26 21:10:51.216,18
 2:28 PM, 2:54 PM, 3:24 PM,2448,2022-04-26 21:10:55.589,18
 3:03 PM, 4:03 PM, 5:03 PM,2102,2022-04-26 21:11:00.394,20
 3:04 PM, 4:04 PM, 5:04 PM,1617,2022-04-26 21:11:53.610,20
 3:06 PM, 4:06 PM, 8:06 PM,1616,2022-04-26 21:12:03.839,20
arriving, 3:08 PM, 4:08 PM,1615,2022-04-26 21:12:08.463,20
 2:16 PM, 3:12 PM, 4:12 PM,2448,2022-04-26 21:12:11.979,20
 2:23 PM, 2:52 PM, 3:22 PM,2671,2022-04-26 21:12:16.325,19
 2:25 PM, 2:54 PM, 3:24 PM,2672,2022-04-26 21:13:09.860,19
 2:26 PM, 2:56 PM, 3:26 PM,2674,2022-04-26 21:13:13.812,19
 2:27 PM, 2:57 PM, 3:27 PM,2675,2022-04-26 21:13:18.135,19
 2:29 PM, 2:59 PM, 3:29 PM,2676,2022-04-26 21:13:23.088,19
 3:33 PM, 4:33 PM, 5:33 PM,1617,2022-04-26 22:01:28.895,10
 3:34 PM, 4:34 PM, 5:34 PM,1616,2022-04-26 22:01:33.759,10
 3:35 PM, 4:35 PM, 5:35 PM,1615,2022-04-26 22:02:30.323,10
 3:38 PM, 4:38 PM, 5:38 PM,2448,2022-04-26 22:02:38.069,10
 3:07 PM, 3:33 PM, 6:03 PM,2672,2022-04-26 22:03:33.406,15
 3:05 PM, 3:30 PM, 6:02 PM,2671,2022-04-26 22:04:26.393,15
 3:08 PM, 3:36 PM, 6:04 PM,2674,2022-04-26 22:04:30.827,15
 3:10 PM, 3:37 PM, 6:06 PM,2675,2022-04-26 22:05:24.776,15
 3:12 PM, 3:39 PM, 6:08 PM,2676,2022-04-26 22:05:29.497,15
 3:20 PM, 4:06 PM, 5:46 PM,2102,2022-04-26 22:06:24.720,18
 3:22 PM, 4:08 PM, 5:48 PM,1617,2022-04-26 22:06:31.482,18
 3:24 PM, 4:09 PM, 5:49 PM,1616,2022-04-26 22:07:26.319,18
 3:26 PM, 4:12 PM, 5:52 PM,1615,2022-04-26 22:08:19.072,18
 3:29 PM, 4:16 PM, 5:56 PM,2448,2022-04-26 22:08:24.196,18
arriving, 4:07 PM, 5:06 PM,2102,2022-04-26 22:08:29.574,20
 3:09 PM, 4:08 PM, 5:08 PM,1617,2022-04-26 22:09:23.454,20
 3:11 PM, 4:09 PM, 5:09 PM,1616,2022-04-26 22:09:33.583,20
 4:15 PM, 5:15 PM,,1615,2022-04-26 22:33:43.893,20
 4:20 PM, 5:20 PM,,2448,2022-04-26 22:34:39.474,20
 3:55 PM, 4:25 PM, 4:55 PM,2671,2022-04-26 22:34:59.019,19
